,Год,Дивиденд (руб.),Изм. к пред. году,page_url,ticker
6,2016,0.3131,+12.79%,https://www.dohod.ru/ik/analytics/dividend/upro,UPRO
7,2015,0.2776,-26.85%,https://www.dohod.ru/ik/analytics/dividend/upro,UPRO
8,2014,0.3795,+31.07%,https://www.dohod.ru/ik/analytics/dividend/upro,UPRO
9,2013,0.2895,+400.25%,https://www.dohod.ru/ik/analytics/dividend/upro,UPRO
10,2012,0.0579,,https://www.dohod.ru/ik/analytics/dividend/upro,UPRO
0,след 12m. (прогноз),2.0,0%,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
1,2024,2.0,0%,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
2,2023,2.0,-55.56%,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
3,2022,4.5,+130.77%,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
4,2021,1.95,-50.88%,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
5,2020,3.97,+408.97%,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
6,2019,0.78,,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
7,2018,0.0,,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
8,2017,0.0,,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
9,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
10,2015,0.0,,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
11,2014,0.0,,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
12,2013,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
13,2012,0.15,,https://www.dohod.ru/ik/analytics/dividend/selg,SELG
0,след 12m. (прогноз),31.4,+23.49%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
1,2024,25.43,,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
2,2023,0.0,,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
3,2022,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
4,2021,41.91,+139.35%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
5,2020,17.51,-12.62%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
6,2019,20.04,-1.62%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
7,2018,20.37,+44.88%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
8,2017,14.06,+70.01%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
9,2016,8.27,+36.02%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
10,2015,6.08,+292.26%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
11,2014,1.55,+150%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
12,2013,0.62,+3.33%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
13,2012,0.6,-76.92%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
14,2011,2.6,+209.52%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
15,2010,0.84,,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
16,2009,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
17,2008,3.5,+16.67%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
18,2007,3.0,+100%,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
19,2006,1.5,,https://www.dohod.ru/ik/analytics/dividend/nlmk,NLMK
0,след 12m. (прогноз),41.07,+36.89%,https://www.dohod.ru/ik/analytics/dividend/hnfg,HNFG
1,2024,30.0,,https://www.dohod.ru/ik/analytics/dividend/hnfg,HNFG
0,след 12m. (прогноз),0.0,,https://www.dohod.ru/ik/analytics/dividend/rnft,RNFT
0,след 12m. (прогноз),147.03,+1.42%,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
1,2021,144.97,+276.48%,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
2,2020,38.51,+1.8%,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
3,2019,37.82,+52.28%,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
4,2018,24.84,-46.67%,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
5,2017,46.58,-14.54%,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
6,2016,54.5,+39.26%,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
7,2015,39.14,,https://www.dohod.ru/ik/analytics/dividend/agro,AGRO
0,след 12m. (прогноз),6.0,+10.16%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
1,2023,5.45,+19.44%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
2,2022,4.56,-8.8%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
3,2021,5.0,0%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
4,2020,5.0,+100%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
5,2019,2.5,-66.87%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
6,2018,7.55,+40.07%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
7,2017,5.39,-8.93%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
8,2016,5.92,+46.06%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
9,2015,4.05,-16.47%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
10,2014,4.85,+18.19%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
11,2013,4.1,-12.64%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
12,2012,4.7,+981.01%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
13,2011,0.4344,-88.47%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
14,2010,3.77,+29.35%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
15,2009,2.91,-24.96%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
16,2008,3.88,+31.16%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
17,2007,2.96,-20.41%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
18,2006,3.72,+25.02%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
19,2005,2.97,-8.58%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
20,2004,3.25,+155.19%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
21,2003,1.27,+38.63%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
22,2002,0.9195,+116.72%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
23,2001,0.4243,-47.57%,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
24,2000,0.8093,,https://www.dohod.ru/ik/analytics/dividend/rtkmp,RTKMP
0,след 12m. (прогноз),53.53,+468.73%,https://www.dohod.ru/ik/analytics/dividend/fixp,FIXP
1,2024,9.41,,https://www.dohod.ru/ik/analytics/dividend/fixp,FIXP
2,2023,0.0,,https://www.dohod.ru/ik/analytics/dividend/fixp,FIXP
3,2022,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/fixp,FIXP
4,2021,11.69,,https://www.dohod.ru/ik/analytics/dividend/fixp,FIXP
0,след 12m. (прогноз),80.94,+223.77%,https://www.dohod.ru/ik/analytics/dividend/leas,LEAS
1,2024,25.0,,https://www.dohod.ru/ik/analytics/dividend/leas,LEAS
0,след 12m. (прогноз),0.0,,https://www.dohod.ru/ik/analytics/dividend/ugld,UGLD
0,след 12m. (прогноз),218.29,-5.01%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
1,2024,229.81,,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
2,2023,0.0,,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
3,2022,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
4,2021,253.42,+138.2%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
5,2020,106.39,-12.58%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
6,2019,121.7,-22.17%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
7,2018,156.37,+42.08%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
8,2017,110.06,+50.48%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
9,2016,73.14,+37.33%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
10,2015,53.26,-15.27%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
11,2014,62.86,+888.36%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
12,2013,6.36,-48.42%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
13,2012,12.33,-12.24%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
14,2011,14.05,+227.51%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
15,2010,4.29,,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
16,2009,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
17,2008,34.72,+72.74%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
18,2007,20.1,+109.38%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
19,2006,9.6,+39.13%,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
20,2005,6.9,,https://www.dohod.ru/ik/analytics/dividend/chmf,CHMF
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
1,2022,1.87,,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
2,2021,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
3,2020,2.27,-37.15%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
4,2019,3.61,-48.13%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
5,2018,6.97,+28.12%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
6,2017,5.44,-0.3336%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
7,2016,5.46,-10.61%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
8,2015,6.11,-44.41%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
9,2014,10.98,+92.84%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
10,2013,5.69,+86.51%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
11,2012,3.05,+4.12%,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
12,2011,2.93,,https://www.dohod.ru/ik/analytics/dividend/okey,OKEY
0,след 12m. (прогноз),0.033,-64.39%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
1,2024,0.0928,+1740.67%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
2,2023,0.00504,-88.5%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
3,2022,0.0438,,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
4,2021,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
5,2020,0.0073,+17.74%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
6,2019,0.0062,-71.3%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
7,2018,0.0216,+160.24%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
8,2017,0.0083,-41.55%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
9,2016,0.0142,+144.83%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
10,2015,0.0058,+468.63%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
11,2014,0.00102,-43.02%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
12,2013,0.00179,-36.07%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
13,2012,0.0028,0%,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
14,2011,0.0028,,https://www.dohod.ru/ik/analytics/dividend/mrku,MRKU
0,след 12m. (прогноз),22.25,0%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
1,2024,22.25,+18.14%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
2,2023,18.83,-13.09%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
3,2022,21.67,+42.84%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
4,2021,15.17,+11.35%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
5,2020,13.62,+22.32%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
6,2019,11.14,-17.31%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
7,2018,13.47,+66.12%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
8,2017,8.11,,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
9,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
10,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
11,2014,0.4556,-65.58%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
12,2013,1.32,-12.92%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
13,2012,1.52,-62.75%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
14,2011,4.08,+16.81%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
15,2010,3.49,+111.61%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
16,2009,1.65,+68.07%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
17,2008,0.9822,+116.07%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
18,2007,0.4546,,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
19,2006,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
20,2005,0.64,+283.23%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
21,2004,0.167,-84.17%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
22,2003,1.05,+37.85%,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
23,2002,0.7653,,https://www.dohod.ru/ik/analytics/dividend/lsngp,LSNGP
0,след 12m. (прогноз),70.0,+250.01%,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
1,2024,20.0,-55.56%,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
2,2023,45.0,+18.42%,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
3,2022,38.0,+123.53%,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
4,2021,17.0,+240%,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
5,2020,5.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
6,2019,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
7,2018,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
8,2017,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
9,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
10,2015,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
11,2014,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
12,2013,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
13,2012,0.0,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
14,2011,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
15,2010,3.77,,https://www.dohod.ru/ik/analytics/dividend/aqua,AQUA
0,след 12m. (прогноз),1.16,-13.23%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
1,2024,1.33,+17.46%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
2,2023,1.13,+33.88%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
3,2022,0.8466,+30.83%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
4,2021,0.6471,+6.7%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
5,2020,0.6065,+33.3%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
6,2019,0.455,-10.29%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
7,2018,0.5072,+14.15%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
8,2017,0.4443,-42.05%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
9,2016,0.7667,+176.63%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
10,2015,0.2772,,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
11,2014,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
12,2013,0.5841,,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
13,2012,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
14,2011,0.5113,+47.3%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
15,2010,0.3471,-48.36%,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
16,2009,0.6722,,https://www.dohod.ru/ik/analytics/dividend/krsbp,KRSBP
0,след 12m. (прогноз),4.49,0%,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
1,2024,4.49,+144.02%,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
2,2023,1.84,,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
3,2022,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
4,2021,0.54,,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
5,2020,0.0,,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
6,2019,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
7,2018,1.06,+152.38%,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
8,2017,0.42,,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
9,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
10,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
11,2014,0.29,-57.97%,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
12,2013,0.69,,https://www.dohod.ru/ik/analytics/dividend/kmaz,KMAZ
0,след 12m. (прогноз),7.0,-31.71%,https://www.dohod.ru/ik/analytics/dividend/wush,WUSH
1,2023,10.25,,https://www.dohod.ru/ik/analytics/dividend/wush,WUSH
0,след 12m. (прогноз),7.89,,https://www.dohod.ru/ik/analytics/dividend/astr,ASTR
0,след 12m. (прогноз),0.189,-87.6%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
1,2022,1.52,,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
2,2021,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
3,2020,11.83,+59.65%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
4,2019,7.41,+24543.32%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
5,2018,0.0301,+266.15%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
6,2017,0.0082123,,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
7,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
8,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
9,2014,0.1104,+132.27%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
10,2013,0.0475,-52.46%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
11,2012,0.1,-59.59%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
12,2011,0.2474,+48.5%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
13,2010,0.1666,+88.26%,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
14,2009,0.0885,,https://www.dohod.ru/ik/analytics/dividend/cntl,CNTL
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
1,2021,56.7,+925.32%,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
2,2020,5.53,+121.2%,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
3,2019,2.5,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
4,2018,0.0,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
5,2017,0.0,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
6,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
7,2015,0.0,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
8,2014,0.0,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
9,2013,0.0,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
10,2012,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
11,2011,5.0,0%,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
12,2010,5.0,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
13,2009,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
14,2008,5.25,+64.58%,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
15,2007,3.19,,https://www.dohod.ru/ik/analytics/dividend/rasp,RASP
0,след 12m. (прогноз),1135.88,+128.09%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
1,2024,498.0,-43.73%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
2,2023,885.0,+11.6%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
3,2022,793.0,+43.4%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
4,2021,553.0,+39.65%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
5,2020,396.0,+14.12%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
6,2019,347.0,+54.22%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
7,2018,225.0,+9.76%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
8,2017,205.0,+9.63%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
9,2016,187.0,+17.61%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
10,2015,159.0,+32.5%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
11,2014,120.0,+20%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
12,2013,100.0,-13.04%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
13,2012,115.0,+94.92%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
14,2011,59.0,+13.46%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
15,2010,52.0,+4%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
16,2009,50.0,+19.05%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
17,2008,42.0,+10.53%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
18,2007,38.0,+15.15%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
19,2006,33.0,+17.86%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
20,2005,28.0,+16.67%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
21,2004,24.0,+23.08%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
22,2003,19.5,+30%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
23,2002,15.0,+87.5%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
24,2001,8.0,+166.67%,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
25,2000,3.0,,https://www.dohod.ru/ik/analytics/dividend/lkoh,LKOH
0,след 12m. (прогноз),40.19,+20.11%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
1,2024,33.46,-81.11%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
2,2023,177.1,+213.23%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
3,2022,56.54,-8.75%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
4,2021,61.96,-23.07%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
5,2020,80.54,+44.44%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
6,2019,55.76,+799.35%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
7,2018,6.2,0%,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
8,2017,6.2,,https://www.dohod.ru/ik/analytics/dividend/avan,AVAN
0,след 12m. (прогноз),401.31,-38.7%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
1,2021,654.63,+34.99%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
2,2020,484.93,+58.16%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
3,2019,306.6,+10.2%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
4,2018,278.23,+8.38%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
5,2017,256.71,,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
6,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
7,2015,0.0,,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
8,2014,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
9,2013,26.23,-58.33%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
10,2012,62.95,+67.96%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
11,2011,37.48,+110.56%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
12,2010,17.8,+171.76%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
13,2009,6.55,+122.03%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
14,2008,2.95,-8.67%,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
15,2007,3.23,,https://www.dohod.ru/ik/analytics/dividend/plzl,PLZL
0,след 12m. (прогноз),240.67,0%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
1,2024,240.67,-38.53%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
2,2023,391.54,,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
3,2022,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
4,2021,1132.93,-35.87%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
5,2020,1766.52,+18.55%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
6,2019,1490.13,+43.93%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
7,2018,1035.34,-1.53%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
8,2017,1051.46,-39.37%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
9,2016,1734.32,+1.23%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
10,2015,1713.22,+71.53%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
11,2014,998.77,+24.08%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
12,2013,804.96,+70.67%,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
13,2012,471.64,,https://www.dohod.ru/ik/analytics/dividend/krknp,KRKNP
0,след 12m. (прогноз),3.27,0%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
1,2024,3.27,-48.34%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
2,2023,6.33,+84.01%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
