,Год,Дивиденд (руб.),Изм. к пред. году,page_url,ticker
11,2014,2.0,-38.46%,https://www.dohod.ru/ik/analytics/dividend/kazt,KAZT
12,2013,3.25,-24.42%,https://www.dohod.ru/ik/analytics/dividend/kazt,KAZT
13,2012,4.3,,https://www.dohod.ru/ik/analytics/dividend/kazt,KAZT
0,след 12m. (прогноз),0.0062,0%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
1,2024,0.0062,,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
2,2023,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
3,2022,0.0003231,,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
4,2021,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
5,2020,0.0010676,-94.25%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
6,2019,0.0186,+25.19%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
7,2018,0.0148,+110.7%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
8,2017,0.007044,+452.79%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
9,2016,0.0012743,+1174.27%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
10,2015,0.0001,0%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
11,2014,0.0001,-93.87%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
12,2013,0.00163,+45.54%,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
13,2012,0.00112,,https://www.dohod.ru/ik/analytics/dividend/mrkv,MRKV
0,след 12m. (прогноз),384.93,+87.42%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
1,2024,205.38,+73.42%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
2,2023,118.43,-20.01%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
3,2022,148.05,-32.48%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
4,2021,219.27,+99.86%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
5,2020,109.71,-27.06%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
6,2019,150.42,+57.43%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
7,2018,95.55,+30.05%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
8,2017,73.47,+222.95%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
9,2016,22.75,-70.59%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
10,2015,77.35,+124.59%,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
11,2014,34.44,,https://www.dohod.ru/ik/analytics/dividend/gche,GCHE
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
1,2023,0.0581,-39.85%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
2,2022,0.0966,+60.8%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
3,2021,0.06,+10.29%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
4,2020,0.0544,+48.01%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
5,2019,0.0368,+125.41%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
6,2018,0.0163,+97.73%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
7,2017,0.008253,+45.46%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
8,2016,0.0056738,-30.31%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
9,2015,0.0081415,,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
10,2014,0.0,,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
11,2013,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
12,2012,0.0009988,-79.52%,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
13,2011,0.0048759,,https://www.dohod.ru/ik/analytics/dividend/ogkb,OGKB
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
1,2019,0.003937,+6.41%,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
2,2018,0.0037,,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
3,2017,0.0,,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
4,2016,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
5,2015,0.0003,,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
6,2014,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
7,2013,0.00305,,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
8,2012,0.0,,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
9,2011,0.0,,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
10,2010,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
11,2009,0.001592,,https://www.dohod.ru/ik/analytics/dividend/mrks,MRKS
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
1,2020,0.085,-39.92%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
2,2019,0.1415,-2.39%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
3,2018,0.1449,+112.45%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
4,2017,0.0682,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
5,2016,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
6,2015,0.0807,+44.42%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
7,2014,0.0559,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
8,2013,0.0,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
9,2012,0.0,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
10,2011,0.0,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
11,2010,0.0,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
12,2009,0.0,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
13,2008,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
14,2007,0.0063469,-62.32%,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
15,2006,0.0168,,https://www.dohod.ru/ik/analytics/dividend/elfv,ELFV
0,след 12m. (прогноз),47.31,+102.42%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
1,2024,23.37,-41.92%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
2,2023,40.24,+240.73%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
3,2022,11.81,+158.99%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
4,2021,4.56,+36.94%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
5,2020,3.33,-10.24%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
6,2019,3.71,+129.01%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
7,2018,1.62,+54.29%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
8,2017,1.05,0%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
9,2016,1.05,-48.02%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
10,2015,2.02,+1736.36%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
11,2014,0.11,0%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
12,2013,0.11,0%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
13,2012,0.11,0%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
14,2011,0.11,0%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
15,2010,0.11,0%,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
16,2009,0.11,,https://www.dohod.ru/ik/analytics/dividend/bspb,BSPB
0,след 12m. (прогноз),7.94,+245.06%,https://www.dohod.ru/ik/analytics/dividend/reni,RENI
1,2024,2.3,-70.13%,https://www.dohod.ru/ik/analytics/dividend/reni,RENI
2,2023,7.7,,https://www.dohod.ru/ik/analytics/dividend/reni,RENI
0,след 12m. (прогноз),249.69,0%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
1,2024,249.69,+24.91%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
2,2023,199.89,+70.42%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
3,2022,117.29,+117190%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
4,2021,0.1,-99.91%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
5,2020,107.81,-32.17%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
6,2019,158.95,0%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
7,2018,158.95,+7.1%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
8,2017,148.41,-9.51%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
9,2016,164.0,+45.13%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
10,2015,113.0,-46.45%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
11,2014,211.0,-5.38%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
12,2013,223.0,+125.25%,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
13,2012,99.0,,https://www.dohod.ru/ik/analytics/dividend/banep,BANEP
0,след 12m. (прогноз),0.67,+1930.3%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
1,2023,0.033,-96.42%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
2,2022,0.9208,-28.12%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
3,2021,1.28,+63.81%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
4,2020,0.782,+24.32%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
5,2019,0.629,+72.33%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
6,2018,0.365,+7.67%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
7,2017,0.339,-38.36%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
8,2016,0.55,+70.28%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
9,2015,0.323,-6.38%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
10,2014,0.345,-13.75%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
11,2013,0.4,+40.85%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
12,2012,0.284,+8.4%,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
13,2011,0.262,,https://www.dohod.ru/ik/analytics/dividend/bisvp,BISVP
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
1,2020,0.0012724,-78.74%,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
2,2019,0.005985,,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
3,2018,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
4,2017,0.0011608,-72.71%,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
5,2016,0.004254,,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
6,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
7,2014,0.0008,+395.66%,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
8,2013,0.0001614,,https://www.dohod.ru/ik/analytics/dividend/mrkz,MRKZ
0,след 12m. (прогноз),0.0003466,-73.1%,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
1,2024,0.0012887,+37.63%,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
2,2023,0.0009363,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
3,2022,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
4,2021,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
5,2020,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
6,2019,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
7,2018,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
8,2017,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
9,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
10,2015,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
11,2014,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
12,2013,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
13,2012,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
14,2011,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
15,2010,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
16,2009,0.0,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
17,2008,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
18,2007,0.0002397,-93.34%,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
19,2006,0.0035974,,https://www.dohod.ru/ik/analytics/dividend/tgkn,TGKN
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
1,2022,1.18,,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
2,2021,0.0,,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
3,2020,0.0,,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
4,2019,0.0,,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
5,2018,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
6,2017,1.15,+11.56%,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
7,2016,1.03,+2.95%,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
8,2015,1.0,,https://www.dohod.ru/ik/analytics/dividend/rual,RUAL
0,след 12m. (прогноз),311.05,-27.16%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
1,2024,427.0,,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
2,2023,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
3,2022,240.0,-69.23%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
4,2021,780.0,+80.56%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
5,2020,432.0,+18.03%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
6,2019,366.0,+62.67%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
7,2018,225.0,-49.1%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
8,2017,442.0,+31.94%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
9,2016,335.0,+141.01%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
10,2015,139.0,-8.55%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
11,2014,152.0,+137.5%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
12,2013,64.0,-30.43%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
13,2012,92.0,-45.56%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
14,2011,169.0,+576%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
15,2010,25.0,,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
16,2009,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
17,2008,120.0,+215.79%,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
18,2007,38.0,,https://www.dohod.ru/ik/analytics/dividend/akrn,AKRN
0,след 12m. (прогноз),105.12,+138.42%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
1,2024,44.09,-53.63%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
2,2023,95.08,+7.11%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
3,2022,88.77,+72.67%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
4,2021,51.41,+71.82%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
5,2020,29.92,-3.61%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
6,2019,31.04,+79.94%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
7,2018,17.25,+23.66%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
8,2017,13.95,+1.09%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
9,2016,13.8,+16.95%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
10,2015,11.8,+23.04%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
11,2014,9.59,+32.09%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
12,2013,7.26,+11.69%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
13,2012,6.5,+30%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
14,2011,5.0,+53.85%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
15,2010,3.25,+28.97%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
16,2009,2.52,0%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
17,2008,2.52,+30.57%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
18,2007,1.93,+268.64%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
19,2006,0.5235,-17.29%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
20,2005,0.633,-29.22%,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
21,2004,0.8943,,https://www.dohod.ru/ik/analytics/dividend/nvtk,NVTK
0,след 12m. (прогноз),81.2,-0.98%,https://www.dohod.ru/ik/analytics/dividend/smlt,SMLT
