open,close,high,low,value,volume,begin,end,ticker
95.5,95.5,95.5,95.01,88516.1,93,2021-10-04 00:00:00,2021-10-04 23:59:59,RU000A102DB2
95.6,95.6,95.6,95.6,66920.0,70,2021-10-05 00:00:00,2021-10-05 23:59:59,RU000A102DB2
95.2,95.2,95.2,95.2,952.0,1,2021-10-06 00:00:00,2021-10-06 23:59:59,RU000A102DB2
95.0,95.0,95.0,95.0,3214800.0,3384,2021-10-07 00:00:00,2021-10-07 23:59:59,RU000A102DB2
95.39,95.39,95.39,95.39,47695.0,50,2021-10-08 00:00:00,2021-10-08 23:59:59,RU000A102DB2
94.11,95.4,95.4,94.1,567462.1,603,2021-10-11 00:00:00,2021-10-11 23:59:59,RU000A102DB2
94.9,95.4,95.4,94.9,10444.0,11,2021-10-13 00:00:00,2021-10-13 23:59:59,RU000A102DB2
95.38,95.0,95.39,95.0,1902857.7,2003,2021-10-14 00:00:00,2021-10-14 23:59:59,RU000A102DB2
95.32,95.35,95.35,95.32,381326.9,400,2021-10-15 00:00:00,2021-10-15 23:59:59,RU000A102DB2
94.92,95.2,95.2,94.92,90434.4,95,2021-10-18 00:00:00,2021-10-18 23:59:59,RU000A102DB2
94.92,95.36,95.36,94.92,1902.8,2,2021-10-19 00:00:00,2021-10-19 23:59:59,RU000A102DB2
94.91,94.92,94.92,94.91,19932.7,21,2021-10-20 00:00:00,2021-10-20 23:59:59,RU000A102DB2
95.2,95.2,95.2,95.2,95200.0,100,2021-10-21 00:00:00,2021-10-21 23:59:59,RU000A102DB2
94.15,95.38,95.38,94.1,149304.7,158,2021-10-22 00:00:00,2021-10-22 23:59:59,RU000A102DB2
95.13,95.13,95.13,95.13,951.3,1,2021-10-25 00:00:00,2021-10-25 23:59:59,RU000A102DB2
95.04,95.1,95.1,94.1,234774.6,249,2021-10-26 00:00:00,2021-10-26 23:59:59,RU000A102DB2
95.0,95.03,95.03,94.97,70286.7,74,2021-10-27 00:00:00,2021-10-27 23:59:59,RU000A102DB2
94.5,94.5,94.5,94.5,21735.0,23,2021-10-28 00:00:00,2021-10-28 23:59:59,RU000A102DB2
94.4,94.0,94.4,94.0,89340.0,95,2021-10-29 00:00:00,2021-10-29 23:59:59,RU000A102DB2
94.0,93.5,94.0,92.9,389087.3,418,2021-11-01 00:00:00,2021-11-01 23:59:59,RU000A102DB2
93.49,93.5,93.5,93.15,4689287.5,5034,2021-11-02 00:00:00,2021-11-02 23:59:59,RU000A102DB2
93.5,93.5,93.5,93.5,12155.0,13,2021-11-03 00:00:00,2021-11-03 23:59:59,RU000A102DB2
93.5,93.5,93.5,93.5,46750.0,50,2021-11-05 00:00:00,2021-11-05 23:59:59,RU000A102DB2
93.15,93.15,93.15,93.15,4657500.0,5000,2021-11-08 00:00:00,2021-11-08 23:59:59,RU000A102DB2
93.49,93.2,93.49,93.01,19573.0,21,2021-11-09 00:00:00,2021-11-09 23:59:59,RU000A102DB2
93.2,93.5,93.5,93.2,839735.0,901,2021-11-11 00:00:00,2021-11-11 23:59:59,RU000A102DB2
93.55,93.55,93.55,93.02,596796.0,638,2021-11-12 00:00:00,2021-11-12 23:59:59,RU000A102DB2
93.63,93.49,93.63,93.2,16800.9,18,2021-11-15 00:00:00,2021-11-15 23:59:59,RU000A102DB2
93.25,93.25,93.25,93.25,24245.0,26,2021-11-16 00:00:00,2021-11-16 23:59:59,RU000A102DB2
93.3,93.29,93.3,93.29,33586.4,36,2021-11-17 00:00:00,2021-11-17 23:59:59,RU000A102DB2
93.29,93.39,93.4,93.1,4665272.4,5011,2021-11-18 00:00:00,2021-11-18 23:59:59,RU000A102DB2
93.4,93.24,93.4,92.31,1885445.7,2041,2021-11-19 00:00:00,2021-11-19 23:59:59,RU000A102DB2
92.6,93.22,93.24,92.01,761352.6,824,2021-11-22 00:00:00,2021-11-22 23:59:59,RU000A102DB2
92.17,91.87,92.99,91.72,704043.4,760,2021-11-23 00:00:00,2021-11-23 23:59:59,RU000A102DB2
91.86,91.86,92.99,91.86,597142.9,643,2021-11-24 00:00:00,2021-11-24 23:59:59,RU000A102DB2
92.99,92.3,92.99,92.3,62255.0,67,2021-11-25 00:00:00,2021-11-25 23:59:59,RU000A102DB2
92.96,92.68,92.96,91.87,258227.9,281,2021-11-26 00:00:00,2021-11-26 23:59:59,RU000A102DB2
92.89,92.98,92.98,92.89,4649246.3,5001,2021-11-29 00:00:00,2021-11-29 23:59:59,RU000A102DB2
92.47,92.9,92.9,92.47,51169736.7,55081,2021-11-30 00:00:00,2021-11-30 23:59:59,RU000A102DB2
93.0,92.99,93.0,92.99,31921009.9,34324,2021-12-01 00:00:00,2021-12-01 23:59:59,RU000A102DB2
92.24,92.24,92.24,92.24,922.4,1,2021-12-02 00:00:00,2021-12-02 23:59:59,RU000A102DB2
93.47,93.47,93.49,93.47,90666.7,97,2021-12-03 00:00:00,2021-12-03 23:59:59,RU000A102DB2
93.49,93.49,93.49,93.49,934.9,1,2021-12-06 00:00:00,2021-12-06 23:59:59,RU000A102DB2
93.99,92.78,93.99,92.78,4639939.9,5001,2021-12-08 00:00:00,2021-12-08 23:59:59,RU000A102DB2
93.48,92.5,93.48,92.5,3622311.4,3916,2021-12-09 00:00:00,2021-12-09 23:59:59,RU000A102DB2
92.22,93.48,93.48,92.21,2211268.8,2397,2021-12-10 00:00:00,2021-12-10 23:59:59,RU000A102DB2
92.48,92.45,92.48,92.45,1850850.1,2002,2021-12-13 00:00:00,2021-12-13 23:59:59,RU000A102DB2
93.98,93.98,93.98,93.98,1879.6,2,2021-12-14 00:00:00,2021-12-14 23:59:59,RU000A102DB2
92.38,92.38,92.38,92.37,106236.8,115,2021-12-15 00:00:00,2021-12-15 23:59:59,RU000A102DB2
93.94,92.53,93.94,92.51,4696854.7,5076,2021-12-16 00:00:00,2021-12-16 23:59:59,RU000A102DB2
92.51,92.5,92.51,92.21,82304.8,89,2021-12-17 00:00:00,2021-12-17 23:59:59,RU000A102DB2
92.67,93.47,93.47,92.5,4676892.5,5054,2021-12-20 00:00:00,2021-12-20 23:59:59,RU000A102DB2
93.99,93.99,93.99,93.99,939.9,1,2021-12-21 00:00:00,2021-12-21 23:59:59,RU000A102DB2
93.99,93.48,94.0,92.75,48700.2,52,2021-12-22 00:00:00,2021-12-22 23:59:59,RU000A102DB2
93.49,93.49,93.49,92.55,1018683.8,1090,2021-12-24 00:00:00,2021-12-24 23:59:59,RU000A102DB2
93.4,93.49,93.49,93.4,537431.6,575,2021-12-27 00:00:00,2021-12-27 23:59:59,RU000A102DB2
93.5,93.4,93.5,92.8,395485.7,426,2021-12-28 00:00:00,2021-12-28 23:59:59,RU000A102DB2
93.79,93.98,94.03,93.79,436098.5,464,2021-12-29 00:00:00,2021-12-29 23:59:59,RU000A102DB2
93.99,93.99,93.99,93.99,939.9,1,2021-12-30 00:00:00,2021-12-30 23:59:59,RU000A102DB2
94.78,94.78,94.78,94.78,42651.0,45,2022-01-03 00:00:00,2022-01-03 23:59:59,RU000A102DB2
94.8,94.8,94.8,94.8,948.0,1,2022-01-05 00:00:00,2022-01-05 23:59:59,RU000A102DB2
93.55,94.8,94.8,93.55,3779.4,4,2022-01-06 00:00:00,2022-01-06 23:59:59,RU000A102DB2
93.49,93.4,93.49,93.4,144864.5,155,2022-01-10 00:00:00,2022-01-10 23:59:59,RU000A102DB2
93.4,93.69,93.69,92.84,8752515.2,9375,2022-01-11 00:00:00,2022-01-11 23:59:59,RU000A102DB2
93.79,93.4,93.8,93.4,5240880.6,5610,2022-01-12 00:00:00,2022-01-12 23:59:59,RU000A102DB2
92.81,92.75,92.81,92.75,806927.2,870,2022-01-13 00:00:00,2022-01-13 23:59:59,RU000A102DB2
92.75,91.99,92.75,91.99,400614.0,432,2022-01-14 00:00:00,2022-01-14 23:59:59,RU000A102DB2
92.73,91.85,92.73,91.85,102916.0,112,2022-01-17 00:00:00,2022-01-17 23:59:59,RU000A102DB2
91.7,90.5,91.8,90.5,961051.0,1050,2022-01-18 00:00:00,2022-01-18 23:59:59,RU000A102DB2
90.5,91.74,91.98,90.5,910615.6,1006,2022-01-19 00:00:00,2022-01-19 23:59:59,RU000A102DB2
90.94,90.94,90.94,90.94,4547.0,5,2022-01-20 00:00:00,2022-01-20 23:59:59,RU000A102DB2
91.52,91.52,91.52,91.52,915.2,1,2022-01-21 00:00:00,2022-01-21 23:59:59,RU000A102DB2
91.6,91.44,91.69,91.44,1837494.0,2006,2022-01-24 00:00:00,2022-01-24 23:59:59,RU000A102DB2
91.49,91.43,91.95,89.4,258562.2,288,2022-01-25 00:00:00,2022-01-25 23:59:59,RU000A102DB2
90.62,91.75,91.75,90.62,15529.7,17,2022-01-26 00:00:00,2022-01-26 23:59:59,RU000A102DB2
91.4,91.0,91.4,91.0,79202.0,87,2022-01-27 00:00:00,2022-01-27 23:59:59,RU000A102DB2
91.0,91.0,91.0,91.0,110110.0,121,2022-01-28 00:00:00,2022-01-28 23:59:59,RU000A102DB2
91.57,91.75,91.75,91.57,1013648.5,1105,2022-01-31 00:00:00,2022-01-31 23:59:59,RU000A102DB2
89.35,91.75,91.75,89.34,412380.5,450,2022-02-01 00:00:00,2022-02-01 23:59:59,RU000A102DB2
91.75,91.75,91.75,91.75,1835.0,2,2022-02-03 00:00:00,2022-02-03 23:59:59,RU000A102DB2
91.55,91.55,91.55,91.3,185844.0,203,2022-02-04 00:00:00,2022-02-04 23:59:59,RU000A102DB2
91.6,91.6,91.6,91.6,792340.0,865,2022-02-07 00:00:00,2022-02-07 23:59:59,RU000A102DB2
91.7,91.8,91.8,91.7,101883.0,111,2022-02-09 00:00:00,2022-02-09 23:59:59,RU000A102DB2
91.6,91.6,91.6,91.6,2748.0,3,2022-02-11 00:00:00,2022-02-11 23:59:59,RU000A102DB2
89.51,89.51,89.51,89.51,895.1,1,2022-02-17 00:00:00,2022-02-17 23:59:59,RU000A102DB2
91.41,91.35,91.41,91.35,42961.5,47,2022-02-18 00:00:00,2022-02-18 23:59:59,RU000A102DB2
89.56,89.56,89.56,89.56,5373.6,6,2022-02-21 00:00:00,2022-02-21 23:59:59,RU000A102DB2
76.01,78.51,84.44,76.0,37071.4,46,2022-03-28 00:00:00,2022-03-28 23:59:59,RU000A102DB2
84.29,76.01,84.29,76.01,7006.5,9,2022-03-29 00:00:00,2022-03-29 23:59:59,RU000A102DB2
77.03,84.31,84.31,77.03,86475.2,108,2022-03-30 00:00:00,2022-03-30 23:59:59,RU000A102DB2
86.1,86.13,86.13,86.1,411693.8,478,2022-03-31 00:00:00,2022-03-31 23:59:59,RU000A102DB2
86.13,86.13,86.13,86.13,861.3,1,2022-04-01 00:00:00,2022-04-01 23:59:59,RU000A102DB2
86.12,86.12,86.12,86.12,861.2,1,2022-04-04 00:00:00,2022-04-04 23:59:59,RU000A102DB2
86.1,85.02,86.1,85.02,1711.2,2,2022-04-05 00:00:00,2022-04-05 23:59:59,RU000A102DB2
85.99,85.99,85.99,85.99,859.9,1,2022-04-06 00:00:00,2022-04-06 23:59:59,RU000A102DB2
86.1,86.1,86.1,86.1,861.0,1,2022-04-07 00:00:00,2022-04-07 23:59:59,RU000A102DB2
85.59,86.12,86.13,84.0,1948707.9,2265,2022-04-08 00:00:00,2022-04-08 23:59:59,RU000A102DB2
86.13,86.13,86.13,86.13,146421.0,170,2022-04-11 00:00:00,2022-04-11 23:59:59,RU000A102DB2
77.05,86.12,86.12,77.03,29597.6,35,2022-04-12 00:00:00,2022-04-12 23:59:59,RU000A102DB2
86.13,86.13,86.13,86.13,861.3,1,2022-04-14 00:00:00,2022-04-14 23:59:59,RU000A102DB2
86.13,86.13,86.13,86.13,3445.2,4,2022-04-15 00:00:00,2022-04-15 23:59:59,RU000A102DB2
78.01,86.0,87.98,78.01,37185.8,45,2022-04-18 00:00:00,2022-04-18 23:59:59,RU000A102DB2
84.0,87.4,87.4,84.0,62894.0,72,2022-04-19 00:00:00,2022-04-19 23:59:59,RU000A102DB2
87.4,87.4,87.4,87.4,25346.0,29,2022-04-20 00:00:00,2022-04-20 23:59:59,RU000A102DB2
86.0,86.0,86.0,86.0,44720.0,52,2022-04-21 00:00:00,2022-04-21 23:59:59,RU000A102DB2
87.5,87.0,87.5,87.0,87875.0,101,2022-04-25 00:00:00,2022-04-25 23:59:59,RU000A102DB2
89.49,89.32,89.49,89.32,2681.3,3,2022-04-26 00:00:00,2022-04-26 23:59:59,RU000A102DB2
89.1,89.32,89.32,89.1,499960.0,560,2022-04-27 00:00:00,2022-04-27 23:59:59,RU000A102DB2
89.4,89.4,89.4,89.4,189528.0,212,2022-04-29 00:00:00,2022-04-29 23:59:59,RU000A102DB2
89.5,90.0,90.0,89.5,20685.0,23,2022-05-04 00:00:00,2022-05-04 23:59:59,RU000A102DB2
91.18,91.18,91.18,91.18,1823.6,2,2022-05-06 00:00:00,2022-05-06 23:59:59,RU000A102DB2
87.16,87.15,87.16,87.15,366902.8,421,2022-05-12 00:00:00,2022-05-12 23:59:59,RU000A102DB2
87.16,89.72,89.72,87.15,303618.6,347,2022-05-13 00:00:00,2022-05-13 23:59:59,RU000A102DB2
89.85,89.86,89.86,89.85,22463.8,25,2022-05-17 00:00:00,2022-05-17 23:59:59,RU000A102DB2
88.5,88.5,88.5,88.5,443385.0,501,2022-05-18 00:00:00,2022-05-18 23:59:59,RU000A102DB2
89.87,89.5,89.87,87.9,25841842.3,29029,2022-05-19 00:00:00,2022-05-19 23:59:59,RU000A102DB2
89.99,89.99,89.99,89.99,899.9,1,2022-05-20 00:00:00,2022-05-20 23:59:59,RU000A102DB2
91.99,90.2,91.99,89.93,23317120.1,25883,2022-05-23 00:00:00,2022-05-23 23:59:59,RU000A102DB2
90.11,90.1,90.11,90.1,893793.5,992,2022-05-24 00:00:00,2022-05-24 23:59:59,RU000A102DB2
89.51,90.49,90.49,89.51,2704.8,3,2022-05-25 00:00:00,2022-05-25 23:59:59,RU000A102DB2
92.0,92.0,92.0,92.0,14720.0,16,2022-05-27 00:00:00,2022-05-27 23:59:59,RU000A102DB2
90.03,90.98,90.98,90.0,39789.5,44,2022-06-01 00:00:00,2022-06-01 23:59:59,RU000A102DB2
91.0,91.75,93.0,91.0,4645502.5,5103,2022-06-03 00:00:00,2022-06-03 23:59:51,RU000A102DB2
93.08,94.91,94.91,93.0,9242828.5,9928,2022-06-06 00:00:00,2022-06-06 23:59:59,RU000A102DB2
92.0,93.0,93.0,92.0,1757500.0,1900,2022-06-09 00:00:00,2022-06-09 23:59:59,RU000A102DB2
95.35,95.35,95.35,95.35,953.5,1,2022-06-10 00:00:00,2022-06-10 23:59:59,RU000A102DB2
93.0,93.0,93.0,93.0,955110.0,1027,2022-06-15 00:00:00,2022-06-15 23:59:59,RU000A102DB2
95.35,95.35,95.35,95.35,1907.0,2,2022-06-16 00:00:00,2022-06-16 23:59:59,RU000A102DB2
93.0,93.25,93.25,93.0,1862500.0,2000,2022-06-17 00:00:00,2022-06-17 23:59:59,RU000A102DB2
93.0,94.49,94.49,93.0,4709.6,5,2022-06-21 00:00:00,2022-06-21 23:59:59,RU000A102DB2
95.52,95.52,95.52,95.52,955.2,1,2022-06-23 00:00:00,2022-06-23 23:59:59,RU000A102DB2
85.01,94.49,94.49,85.01,1795.0,2,2022-06-24 00:00:00,2022-06-24 23:59:59,RU000A102DB2
93.5,93.5,93.5,93.5,1870000.0,2000,2022-06-30 00:00:00,2022-06-30 23:59:59,RU000A102DB2
90.68,90.67,90.68,90.67,3626.9,4,2022-07-01 00:00:00,2022-07-01 23:59:59,RU000A102DB2
94.63,94.64,94.64,94.63,36909.3,39,2022-07-04 00:00:00,2022-07-04 23:59:59,RU000A102DB2
91.01,94.64,94.64,91.01,4586.8,5,2022-07-05 00:00:00,2022-07-05 23:59:59,RU000A102DB2
94.59,94.59,94.59,94.59,945.9,1,2022-07-07 00:00:00,2022-07-07 23:59:59,RU000A102DB2
90.67,90.67,90.67,90.67,906.7,1,2022-07-11 00:00:00,2022-07-11 23:59:59,RU000A102DB2
94.65,94.66,94.66,94.65,47329.7,50,2022-07-12 00:00:00,2022-07-12 23:59:59,RU000A102DB2
90.81,95.15,95.15,90.81,129988.2,137,2022-07-18 00:00:00,2022-07-18 23:59:59,RU000A102DB2
91.16,94.99,94.99,91.16,11169.0,12,2022-07-21 00:00:00,2022-07-21 23:59:59,RU000A102DB2
95.0,95.0,95.0,95.0,11299300.0,11894,2022-07-22 00:00:00,2022-07-22 23:59:59,RU000A102DB2
91.21,95.54,95.54,91.21,1867.5,2,2022-07-25 00:00:00,2022-07-25 23:59:59,RU000A102DB2
95.55,95.54,95.55,92.81,14167.7,15,2022-07-26 00:00:00,2022-07-26 23:59:59,RU000A102DB2
92.69,92.69,92.69,92.69,1853.8,2,2022-07-27 00:00:00,2022-07-27 23:59:59,RU000A102DB2
95.59,95.5,95.89,95.5,127980.6,134,2022-07-28 00:00:00,2022-07-28 23:59:59,RU000A102DB2
95.5,95.8,95.8,95.5,11589743.0,12098,2022-07-29 00:00:00,2022-07-29 23:59:59,RU000A102DB2
96.6,95.6,96.6,95.6,19130.0,20,2022-08-01 00:00:00,2022-08-01 23:59:59,RU000A102DB2
83.75,96.48,96.55,83.75,8048.8,9,2022-08-03 00:00:00,2022-08-03 23:59:59,RU000A102DB2
96.57,96.57,96.57,96.57,965.7,1,2022-08-04 00:00:00,2022-08-04 23:59:59,RU000A102DB2
95.0,96.59,96.59,95.0,39915.9,42,2022-08-08 00:00:00,2022-08-08 23:59:59,RU000A102DB2
90.66,96.59,96.59,90.66,4651.6,5,2022-08-11 00:00:00,2022-08-11 23:59:59,RU000A102DB2
96.57,96.57,96.57,96.57,965.7,1,2022-08-12 00:00:00,2022-08-12 23:59:59,RU000A102DB2
96.59,96.59,96.59,96.59,3863.6,4,2022-08-15 00:00:00,2022-08-15 23:59:59,RU000A102DB2
91.66,86.08,96.18,83.79,112275.0,133,2022-08-17 00:00:00,2022-08-17 23:59:59,RU000A102DB2
96.44,96.44,96.44,96.44,2893.2,3,2022-08-18 00:00:00,2022-08-18 23:59:59,RU000A102DB2
91.68,95.0,95.28,91.68,17663.7,19,2022-08-19 00:00:00,2022-08-19 23:59:59,RU000A102DB2
92.76,92.76,92.76,92.76,927.6,1,2022-08-22 00:00:00,2022-08-22 23:59:59,RU000A102DB2
96.0,96.07,96.07,96.0,9606956.6,10000,2022-08-23 00:00:00,2022-08-23 23:59:59,RU000A102DB2
91.88,91.88,91.88,91.88,8269.2,9,2022-08-25 00:00:00,2022-08-25 23:59:59,RU000A102DB2
96.09,96.1,96.1,96.09,14414.1,15,2022-08-26 00:00:00,2022-08-26 23:59:59,RU000A102DB2
96.37,96.37,96.37,96.37,963.7,1,2022-08-29 00:00:00,2022-08-29 23:59:59,RU000A102DB2
95.53,95.53,95.53,95.53,955.3,1,2022-08-30 00:00:00,2022-08-30 23:59:59,RU000A102DB2
95.49,95.49,95.49,95.49,954.9,1,2022-09-01 00:00:00,2022-09-01 23:59:59,RU000A102DB2
94.5,95.0,95.0,94.5,42725.0,45,2022-09-05 00:00:00,2022-09-05 23:59:59,RU000A102DB2
94.83,95.0,95.0,94.01,88154.9,93,2022-09-08 00:00:00,2022-09-08 23:59:59,RU000A102DB2
95.94,95.95,95.95,95.94,76759.0,80,2022-09-09 00:00:00,2022-09-09 23:59:59,RU000A102DB2
96.39,96.38,96.39,88.69,15344.9,16,2022-09-12 00:00:00,2022-09-12 23:59:59,RU000A102DB2
95.0,96.69,96.69,95.0,199669.0,210,2022-09-14 00:00:00,2022-09-14 23:59:59,RU000A102DB2
91.67,91.67,91.67,91.67,183340.0,200,2022-09-16 00:00:00,2022-09-16 23:59:59,RU000A102DB2
96.66,96.66,96.66,96.66,4833.0,5,2022-09-19 00:00:00,2022-09-19 23:59:59,RU000A102DB2
96.64,95.0,96.64,94.99,647896.8,682,2022-09-20 00:00:00,2022-09-20 23:59:59,RU000A102DB2
91.68,96.5,96.5,91.68,3763.6,4,2022-09-21 00:00:00,2022-09-21 23:59:59,RU000A102DB2
93.01,93.0,93.01,93.0,14880.4,16,2022-09-30 00:00:00,2022-09-30 23:59:59,RU000A102DB2
94.3,93.8,94.3,93.8,3767.0,4,2022-10-03 00:00:00,2022-10-03 23:59:59,RU000A102DB2
96.38,96.3,96.38,96.3,2890.6,3,2022-10-07 00:00:00,2022-10-07 23:59:59,RU000A102DB2
94.71,94.71,94.71,94.71,947.1,1,2022-10-10 00:00:00,2022-10-10 23:59:59,RU000A102DB2
94.86,94.94,94.94,94.86,10442.6,11,2022-10-14 00:00:00,2022-10-14 23:59:59,RU000A102DB2
83.77,94.99,94.99,83.77,15026.3,17,2022-10-17 00:00:00,2022-10-17 23:59:59,RU000A102DB2
95.12,95.15,95.15,94.8,2530356.4,2663,2022-10-18 00:00:00,2022-10-18 23:59:59,RU000A102DB2
94.46,95.15,95.15,94.46,19023.1,20,2022-10-19 00:00:00,2022-10-19 23:59:59,RU000A102DB2
90.17,95.65,95.65,90.17,9072.3,10,2022-10-24 00:00:00,2022-10-24 23:59:59,RU000A102DB2
96.21,96.27,96.5,96.21,334522.2,347,2022-10-25 00:00:00,2022-10-25 23:59:59,RU000A102DB2
96.0,96.0,96.0,96.0,108480.0,113,2022-10-27 00:00:00,2022-10-27 23:59:59,RU000A102DB2
96.0,96.28,96.28,91.28,2592924.7,2694,2022-10-28 00:00:00,2022-10-28 23:59:59,RU000A102DB2
96.2,96.2,96.2,96.2,1924000.0,2000,2022-10-31 00:00:00,2022-10-31 23:59:59,RU000A102DB2
98.0,98.0,98.0,98.0,980.0,1,2022-11-03 00:00:00,2022-11-03 23:59:59,RU000A102DB2
97.0,97.0,97.0,97.0,3880.0,4,2022-11-08 00:00:00,2022-11-08 23:59:59,RU000A102DB2
94.7,94.7,94.7,94.7,10417.0,11,2022-11-09 00:00:00,2022-11-09 23:59:59,RU000A102DB2
96.08,96.08,96.08,96.08,960.8,1,2022-11-10 00:00:00,2022-11-10 23:59:59,RU000A102DB2
96.97,96.97,99.66,96.97,59590.8,61,2022-11-17 00:00:00,2022-11-17 23:59:59,RU000A102DB2
93.01,94.88,99.65,93.0,590286.3,618,2022-11-21 00:00:00,2022-11-21 23:59:59,RU000A102DB2
95.5,96.58,96.58,95.5,33435.8,35,2022-11-22 00:00:00,2022-11-22 23:59:59,RU000A102DB2
96.5,96.5,96.5,96.5,965.0,1,2022-11-25 00:00:00,2022-11-25 23:59:59,RU000A102DB2
94.0,94.0,94.0,94.0,4700.0,5,2022-11-30 00:00:00,2022-11-30 23:59:59,RU000A102DB2
92.13,92.13,92.13,92.13,921.3,1,2022-12-01 00:00:00,2022-12-01 23:59:59,RU000A102DB2
96.6,96.6,96.6,96.6,2898.0,3,2022-12-02 00:00:00,2022-12-02 23:59:59,RU000A102DB2
94.28,96.5,96.5,94.28,226365.0,235,2022-12-05 00:00:00,2022-12-05 23:59:59,RU000A102DB2
96.89,96.89,96.89,96.89,968.9,1,2022-12-06 00:00:00,2022-12-06 23:59:59,RU000A102DB2
96.25,95.18,96.3,95.0,34794478.6,36168,2022-12-07 00:00:00,2022-12-07 23:59:59,RU000A102DB2
96.29,96.0,96.3,96.0,22884624.1,23765,2022-12-08 00:00:00,2022-12-08 23:59:59,RU000A102DB2
94.44,96.3,96.3,93.94,14286154.2,14836,2022-12-09 00:00:00,2022-12-09 23:59:59,RU000A102DB2
96.29,96.84,96.84,96.29,11643829.0,12091,2022-12-12 00:00:00,2022-12-12 23:59:59,RU000A102DB2
96.31,96.3,96.32,96.3,951446.4,988,2022-12-13 00:00:00,2022-12-13 23:59:59,RU000A102DB2
96.36,97.22,97.22,96.34,976997.7,1014,2022-12-15 00:00:00,2022-12-15 23:59:59,RU000A102DB2
97.12,97.28,97.28,93.07,475853.1,491,2022-12-16 00:00:00,2022-12-16 23:59:59,RU000A102DB2
97.27,97.27,97.27,97.27,559302.5,575,2022-12-19 00:00:00,2022-12-19 23:59:59,RU000A102DB2
95.05,96.88,96.88,94.89,1247512.7,1306,2022-12-22 00:00:00,2022-12-22 23:59:59,RU000A102DB2
96.49,96.9,96.9,96.31,10338473.7,10672,2022-12-23 00:00:00,2022-12-23 23:59:59,RU000A102DB2
92.03,96.9,96.9,92.03,16711.5,18,2022-12-26 00:00:00,2022-12-26 23:59:59,RU000A102DB2
96.8,96.8,96.8,96.5,665951.0,688,2022-12-28 00:00:00,2022-12-28 23:59:59,RU000A102DB2
96.27,96.75,96.75,96.27,10594.5,11,2022-12-29 00:00:00,2022-12-29 23:59:59,RU000A102DB2
96.5,96.5,96.5,96.5,6784915.0,7031,2022-12-30 00:00:00,2022-12-30 23:59:59,RU000A102DB2
97.29,97.29,97.29,97.29,9729.0,10,2023-01-09 00:00:00,2023-01-09 23:59:59,RU000A102DB2
96.27,96.99,96.99,96.24,780595.5,811,2023-01-10 00:00:00,2023-01-10 23:59:59,RU000A102DB2
97.22,97.23,97.23,97.22,565878.4,582,2023-01-12 00:00:00,2023-01-12 23:59:59,RU000A102DB2
97.23,97.23,97.23,97.23,4861.5,5,2023-01-18 00:00:00,2023-01-18 23:59:59,RU000A102DB2
97.35,96.85,97.35,96.6,9681122.5,9997,2023-01-24 00:00:00,2023-01-24 23:59:59,RU000A102DB2
96.9,96.9,96.9,96.9,375003.0,387,2023-01-25 00:00:00,2023-01-25 23:59:59,RU000A102DB2
96.57,96.9,96.9,96.57,2900.4,3,2023-01-27 00:00:00,2023-01-27 23:59:59,RU000A102DB2
96.26,96.9,96.9,96.0,1934955.4,2006,2023-01-31 00:00:00,2023-01-31 23:59:59,RU000A102DB2
97.34,97.4,97.4,97.34,146096.7,150,2023-02-01 00:00:00,2023-02-01 23:59:59,RU000A102DB2
96.11,97.19,97.19,96.11,10582.9,11,2023-02-02 00:00:00,2023-02-02 23:59:59,RU000A102DB2
97.19,97.19,97.19,97.19,1943.8,2,2023-02-03 00:00:00,2023-02-03 23:59:59,RU000A102DB2
90.88,97.3,97.3,90.87,1198696.8,1233,2023-02-06 00:00:00,2023-02-06 23:59:59,RU000A102DB2
96.1,97.27,97.27,95.9,24029.7,25,2023-02-07 00:00:00,2023-02-07 23:59:59,RU000A102DB2
97.19,97.19,97.19,97.19,97190.0,100,2023-02-08 00:00:00,2023-02-08 23:59:59,RU000A102DB2
93.97,97.25,97.25,93.97,1912.2,2,2023-02-10 00:00:00,2023-02-10 23:59:59,RU000A102DB2
96.2,97.0,97.2,96.2,49343018.0,50765,2023-02-13 00:00:00,2023-02-13 23:59:59,RU000A102DB2
97.0,97.0,97.0,97.0,12610.0,13,2023-02-14 00:00:00,2023-02-14 23:59:59,RU000A102DB2
97.18,97.19,97.19,97.18,9718.9,10,2023-02-15 00:00:00,2023-02-15 23:59:59,RU000A102DB2
97.0,97.0,97.0,97.0,4250540.0,4382,2023-02-16 00:00:00,2023-02-16 23:59:59,RU000A102DB2
96.8,96.6,96.8,96.6,17460656.0,18042,2023-02-17 00:00:00,2023-02-17 23:59:59,RU000A102DB2
96.8,96.8,96.8,96.8,72450928.0,74846,2023-02-20 00:00:00,2023-02-20 23:59:59,RU000A102DB2
96.8,96.85,96.85,96.8,13806180.0,14260,2023-02-21 00:00:00,2023-02-21 23:59:59,RU000A102DB2
98.79,96.8,98.8,96.18,9755.2,10,2023-02-24 00:00:00,2023-02-24 23:59:59,RU000A102DB2
96.79,96.95,96.95,96.79,25493719.7,26320,2023-02-27 00:00:00,2023-02-27 23:59:59,RU000A102DB2
96.95,96.7,96.95,96.52,4850398.7,5003,2023-02-28 00:00:00,2023-02-28 23:59:59,RU000A102DB2
96.95,97.0,97.0,96.95,9702908.4,10003,2023-03-01 00:00:00,2023-03-01 23:59:59,RU000A102DB2
